"area","urgencia_baixa","urgencia_media","urgencia_alta","slot_1","slot_2"
"atendimento","0.025","0.950","0.025","Mandei email pro SAC {tempo} e sem resposta|Reclamei na ouvidoria e prazo venceu|Ouvidoria respondeu com texto genérico|Reclamei no BC e responderam lá mas não resolveram","Nem confirmação de recebimento mandaram|Já passou dos {dias_uteis} dias|Quero solução real não texto padrão|Problema continua igual"
"atendimento","0.025","0.025","0.950","Acho que vazaram meus dados|Dados expostos num vazamento|Ligações suspeitas com info da minha conta|Alguém ligou sabendo meu saldo","Recebi contatos de empresas que nunca dei número|Quero saber quais dados foram comprometidos|Estão usando meus dados pra golpe|Falha grave de segurança"
"atendimento","0.950","0.025","0.025","Quero protocolo do último atendimento|Atendente disse que não gera protocolo|Preciso do protocolo pra Procon|Protocolo {protocolo} aparece inexistente","Atendente não informou número|Como não gera? É obrigatório|Preciso pra reclamação|Me deram número errado?"
"atendimento","0.950","0.050","0.000","Qual horário do atendimento por telefone?|Chat funciona no fim de semana?|Como agendo com gerente?|Vocês têm atendimento presencial?|WhatsApp de vocês não responde","Liguei à noite e não atenderam|Tentei domingo e indisponível|Preciso resolver algo fora do app|Mandei mensagem {tempo} e ninguém respondeu"
"atendimento","0.025","0.950","0.025","Já passou do prazo legal de resposta|Prazo de {dias_uteis} dias venceu sem solução|Faz {tempo} que espero e dizem que tá em análise|Qual o prazo pro chamado {protocolo}?","Preciso de data concreta|Vou acionar Procon se não resolverem|Tá em análise desde quando?|Não aceito respostas vagas sobre prazo"
"pix","0.95","0.03","0.02","Quero mudar minha chave pix de CPF pra email|Preciso alterar tipo da chave pix|Quero cadastrar chave aleatória no lugar da atual|Como troco minha chave pix|Quero deletar chave pix e criar nova","Como faz pelo app|Não achei a opção|Preciso de orientação|Pode ser outra chave|Qual tipo de chave é melhor"
"pix","0.03","0.12","0.85","Caí num golpe de pix e transferi {valor}|Me enganaram e fiz pix de {valor} pra golpista|Fui vítima de fraude e mandei {valor} por pix","Quero acionar o MED|Preciso recuperar o dinheiro|A conta que recebi era falsa|Tem como rastrear"
"pix","0.02","0.85","0.13","Pix agendado de {valor} foi cancelado pelo banco|Agendei pix de {valor} e não saiu na data|Meu pix agendado foi recusado sem motivo","Era pra conta de {nome}|Preciso que reprocessem|O destinatário tá cobrando|Vai gerar multa pra mim"
"pix","0.85","0.12","0.03","Qual o limite pra pix no período noturno|Quero saber os horários de limite reduzido|Como configuro limite de pix por período|Tem como ajustar limite pix por horário|Quero personalizar limite noturno","É pra segurança|Quero entender as regras|Vi que mudou e quero confirmar|Quero aumentar o limite noturno|Preciso de limite maior à noite"
"pix","0.02","0.13","0.85","Fizeram pix da minha conta de madrugada|Apareceu pix de {valor} que não fiz|Tem pix saindo da minha conta que não autorizei","Não fui eu e quero bloquear|Preciso de estorno|Minha senha pode ter vazado|Preciso trocar credenciais"
"pix","0.10","0.85","0.05","Pix tá demorando muito hoje|Transferência pix tá lenta|Pix que fiz há horas não chegou no destino","Normalmente é instantâneo|O destinatário tá reclamando|Tá com instabilidade|Isso nunca aconteceu antes"
"pix","0.03","0.10","0.87","Devolveram pix que recebi sem minha autorização|Estornaram {valor} do pix que eu tinha recebido|Banco devolveu pix de {valor} que era meu","O dinheiro já era meu|Preciso desse valor|Quem autorizou a devolução|Não pedi devolução nenhuma"
"cartao","0.85","0.12","0.03","Quero pedir cartão adicional pra {nome}|Como solicito segundo cartão|Preciso de cartão extra pra dependente","Qual o limite do adicional|Tem taxa|Como funciona|É pra minha esposa"
"cartao","0.03","0.12","0.85","Compraram com meu cartão virtual em site que nunca acessei|Tem compra de {valor} no cartão virtual que não fiz|Usaram dados do meu cartão virtual","Nunca cadastrei nesse site|Preciso cancelar o virtual|Como conseguiram os dados|Quero bloquear e contestar"
"cartao","0.10","0.85","0.05","Meu cartão tá perto do vencimento e não recebi o novo|Cartão vence esse mês e não chegou substituto|Prazo de validade tá acabando e sem notícia do novo","Quando vai chegar|Já deveria ter chegado|Preciso dele pra semana que vem|Posso usar o atual até chegar"
"cartao","0.85","0.12","0.03","Quero alterar a data de vencimento da fatura|Como mudo o dia de fechamento|Preciso trocar vencimento da fatura pra dia {4digitos}","Fica melhor pro meu orçamento|É possível pelo app|Quando a mudança vale|Quero alinhar com meu salário"
"cartao","0.05","0.85","0.10","Compra de {valor} na {loja} tá aparecendo duplicada na fatura|Fatura veio com cobrança dobrada de {valor}|Mesma compra aparecendo duas vezes","Só fiz uma vez|Tenho o comprovante|Quero que removam a duplicata|Vai vencer e tá errado"
"cartao","0.03","0.10","0.87","Compraram {valor} no meu cartão agora e tô recebendo notificações|Tô vendo compras sendo feitas no meu cartão em tempo real|Alguém tá usando meu cartão neste momento","Preciso bloquear agora|As notificações não param|Já são {valor} em compras|Como bloqueio de emergência"
"conta","0.85","0.12","0.03","Quero abrir conta conjunta com {nome}|Como adicionar titular na conta|Preciso incluir minha esposa na conta","Quais documentos precisa|Pode ser pelo app|Tem alguma restrição|Qual o processo"
"conta","0.10","0.85","0.05","TED que fiz de {valor} não chegou no destino|Transferência de {valor} saiu da conta mas não chegou|Fiz TED {tempo} e banco destino diz que não recebeu","Dinheiro sumiu entre os bancos|O comprovante mostra sucesso|Preciso que rastreiem|O destinatário precisa do valor"
"conta","0.03","0.12","0.85","Saque que não fiz de {valor} no caixa eletrônico|Apareceu saque de {valor} que não reconheço|Debitaram {valor} como saque e eu não saquei","Nem fui no caixa eletrônico|Preciso de estorno e investigação|Meu cartão tava comigo|Quero ver câmeras"
"conta","0.85","0.12","0.03","Preciso de carta de não devedor|Quero declaração de quitação|Preciso de documento comprovando que não devo nada","É pra financiamento|Preciso com urgência pra cartório|O banco pode emitir|Quanto tempo demora"
"conta","0.05","0.85","0.10","Portabilidade de salário não funcionou|Salário caiu na conta antiga em vez da nova|Pedi portabilidade de salário e não efetivou","Já fiz o pedido {tempo}|A empresa confirmou|Preciso que resolvam antes do próximo pagamento|Tô sem acesso ao salário"
"conta","0.02","0.10","0.88","Empréstimo foi debitado da minha conta sem autorização|Descontaram {valor} de empréstimo que não contratei|Apareceu parcela de empréstimo debitando direto da conta","Nunca contratei isso|Preciso de estorno imediato|Meu saldo foi comprometido|Quero investigação"
"emprestimo","0.85","0.12","0.03","Qual a taxa pra empréstimo com garantia|Quero saber condições de empréstimo com imóvel|Simulei empréstimo e quero entender as taxas","É pra comparar com outros bancos|Quero as melhores condições|Tô pesquisando opções|Qual o CET total"
"emprestimo","0.05","0.85","0.10","Parcela do empréstimo tá vencendo e preciso de carência|Não vou conseguir pagar parcela de {valor} esse mês|Preciso pausar pagamentos do empréstimo por {tempo}","Tô passando por dificuldade|Tem como suspender temporariamente|Quanto fica de juros se atrasar|Qual alternativa tenho"
"emprestimo","0.03","0.10","0.87","Estão descontando {valor} do meu salário sem eu ter empréstimo|Consignado debitando mas não contratei|Parcela de empréstimo inexistente sendo descontada da folha","Nunca autorizei consignado|Meu salário veio a menos|Preciso cancelar o desconto|O RH não sabe de nada"
"emprestimo","0.10","0.85","0.05","Contrato do empréstimo tem cláusulas diferentes do combinado|Condições do empréstimo mudaram depois que assinei|Taxa do contrato é diferente da simulação","Quero rever as condições|Não concordo com os termos|Preciso de correção|Tenho print da simulação"
"emprestimo","0.85","0.10","0.05","Como funciona empréstimo FGTS|Quero saber sobre antecipação do FGTS|Posso usar FGTS como garantia de empréstimo","Vi propaganda no app|Quero entender os riscos|Qual a taxa|Qual o valor disponível"
"investimento","0.85","0.12","0.03","Quero começar a investir mas não sei por onde|Sou iniciante e quero orientação|Nunca investi e quero entender as opções","Tenho {valor} pra aplicar|Quero algo seguro|Qual o mínimo|Quero entender riscos"
"investimento","0.05","0.85","0.10","Meu {investimento} tá com rentabilidade negativa|Perdi dinheiro no {investimento}|Rendimento do {investimento} tá muito abaixo do prometido","Quero resgatar antes que piore|Isso era pra ser conservador|Não me avisaram do risco|Quero trocar de produto"
"investimento","0.85","0.10","0.05","Quero comparar CDB com Tesouro Direto|Qual a diferença entre LCI e LCA|CDB ou poupança, qual rende mais","Pra aplicar {valor}|Quero o mais seguro|Tô comparando opções|Qual tem liquidez diária"
"investimento","0.03","0.12","0.85","Alguém resgatou meu {investimento} de {valor} sem autorização|Resgate de {valor} que não solicitei|Meu investimento de {valor} foi liquidado sem eu pedir","Não fui eu|Preciso que devolvam|Minha carteira tá zerada|Quero investigação e estorno"
"investimento","0.10","0.85","0.05","Come-cotas do {investimento} veio maior que esperado|Imposto sobre investimento tá errado|Tributação do meu {investimento} não bate com a tabela","Quero detalhamento|Descontaram demais|Preciso de revisão|Isso afetou meu rendimento"
"investimento","0.85","0.10","0.05","Como declarar investimentos no IR|Preciso de orientação pra declarar {investimento}|Não sei preencher os investimentos na declaração","Qual campo usar|Preciso do informe|Primeiro ano que declaro|Quero evitar malha fina"
"atendimento","0.85","0.12","0.03","Quero elogiar o atendente {nome}|Quero registrar elogio ao atendimento|O atendente {nome} foi excelente","Resolveu meu problema rápido|Foi muito atencioso|Quero que reconheçam o trabalho|Fiquei muito satisfeito"
"atendimento","0.10","0.85","0.05","Vocês prometeram responder em {dias_uteis} dias e já passou|Prazo de resposta estourou e ninguém se manifestou|Tô esperando retorno há mais de {dias_uteis} dias","Protocolo {protocolo}|Já liguei várias vezes|Ninguém dá posição|Vou reclamar no Reclame Aqui"
"atendimento","0.10","0.85","0.05","App do banco tá fora do ar desde {tempo}|Sistema do banco tá instável|App caiu e não consigo acessar nada","Muita gente reclamando|Preciso fazer operações|Não é só comigo|Quando volta ao normal"
"atendimento","0.05","0.85","0.10","Liguei pro 0800 e fiquei {tempo} na espera sem ser atendido|Esperei mais de uma hora no telefone|Tentei ligar {nchamados} vezes e ninguém atende","Desisto de ligar|Isso é desrespeito|Preciso resolver por outro canal|Não tem outra opção"
"atendimento","0.85","0.10","0.05","Onde fica a agência mais próxima|Qual agência atende no sábado|Preciso ir presencialmente, qual endereço","Não achei no app|É pra resolver pendência|Preciso de atendimento presencial|Qual o horário"
"atendimento","0.10","0.85","0.05","Mandei reclamação no Banco Central e quero acompanhar|Abri processo no Procon e quero posição|Reclamei no Reclame Aqui e sem retorno","Protocolo {protocolo}|Já faz {tempo}|Quero que se manifestem|Preciso de resposta oficial"
"seguranca","0.03","0.10","0.87","Recebi SMS dizendo que minha conta foi acessada de outro dispositivo|Notificação de login de cidade diferente|Alguém acessou minha conta de aparelho desconhecido","Não fui eu|Preciso bloquear acesso|Minha senha pode ter vazado|Quero trocar todas as senhas"
"seguranca","0.85","0.12","0.03","Quero ativar autenticação em duas etapas|Como habilitar verificação por biometria|Quero adicionar mais segurança na conta","Vi que tem essa opção|Quero me proteger|Como configuro|É pelo app mesmo"
"seguranca","0.03","0.10","0.87","Meu celular foi roubado e tenho o app do banco instalado|Perdi meu celular com o app logado|Celular foi furtado e precisam bloquear acesso","Preciso bloquear o app remotamente|O ladrão pode acessar minha conta|Tenho senha mas tô preocupado|Não sei se tinham biometria"
"seguranca","0.05","0.85","0.10","Recebi email pedindo pra atualizar dados bancários|Me mandaram link suspeito pelo WhatsApp dizendo ser do banco|Recebi ligação pedindo senha do cartão","Parecia real mas desconfiei|Quero confirmar se é golpe|Não cliquei no link|Quase passei meus dados"
"seguranca","0.85","0.10","0.05","Como trocar minha senha do app|Quero atualizar senha do internet banking|Esqueci minha senha e quero redefinir","Quanto tempo demora|Posso fazer pelo app|Preciso ir na agência|Qual o processo"
"seguranca","0.03","0.10","0.87","Estão usando meus dados pra abrir contas em outros bancos|Meu CPF tá sendo usado pra fraude|Recebi notificação de conta aberta que não solicitei","Preciso proteger meu CPF|Quero bloquear tudo|Já tenho prejuízo|Preciso de boletim de ocorrência"
"seguranca","0.10","0.85","0.05","Token de segurança parou de funcionar|Meu token expirou e não consigo gerar novo|App pede token mas não chega SMS","Não consigo fazer operações|Já tentei várias vezes|Tá travando tudo|Preciso do token pra transferência"
"seguranca","0.03","0.10","0.87","Alguém mudou o email e telefone da minha conta|Dados cadastrais foram alterados sem minha autorização|Trocaram meu endereço e telefone de contato","Não fui eu|Estão tentando roubar minha conta|Preciso reverter|Quero bloquear tudo"
"seguranca","0.85","0.12","0.03","Quero ativar notificação pra cada transação|Como habilitar alerta de movimentação|Quero receber aviso de cada compra e transferência","Pra monitorar melhor|Tem essa opção no app|Quero por SMS e push|É de graça"
"seguranca","0.03","0.12","0.85","Minha conta foi invadida e mudaram minha senha|Não consigo mais entrar na conta e não fui eu que troquei a senha|Hackearam minha conta bancária","Preciso recuperar acesso urgente|Podem estar movimentando meu dinheiro|Já tentei redefinir e não consigo|Preciso bloquear tudo"
"seguranca","0.10","0.85","0.05","Biometria facial não tá reconhecendo meu rosto|Reconhecimento facial falha toda vez|App não aceita minha biometria","Já tentei com luz diferente|Não consigo validar operações|Tá bloqueando minhas transações|Funcionava antes"
"seguranca","0.85","0.10","0.05","O app é seguro pra fazer transações de {valor}|Quero saber se o app tem certificação de segurança|É confiável usar o app pra investir {valor}","Quero ficar tranquilo|Nunca usei pra valores altos|Tem alguma garantia|Vi notícia de golpe e fiquei preocupado"
"seguranca","0.03","0.12","0.85","Recebi boleto falso com dados do banco|Pagaram boleto fraudulento da minha conta|Fui enganado e paguei boleto falso de {valor}","O dinheiro já saiu|Preciso de estorno|O boleto parecia legítimo|Quero investigação"
"seguranca","0.05","0.85","0.10","Meus dados pessoais apareceram num vazamento|Vi meu email numa lista de dados vazados|Recebi aviso de que meus dados bancários podem ter sido expostos","O que devo fazer|Preciso trocar todas as senhas|Quero saber se minha conta tá segura|Tem risco de fraude"
"seguranca","0.85","0.10","0.05","Quero cadastrar dispositivo confiável|Como registro meu celular novo no app|Troquei de celular e preciso configurar o app","É um celular novo|Preciso de orientação|O app pede verificação|Como faço a migração"
"cadastro","0.85","0.12","0.03","Preciso atualizar meu endereço|Mudei de cidade e quero atualizar cadastro|Meu endereço tá desatualizado no sistema","Como faço pelo app|Preciso mandar comprovante|Qual documento aceita|Mudei {tempo}"
"cadastro","0.85","0.10","0.05","Quero trocar meu telefone de contato|Preciso atualizar número do celular|Meu número antigo não funciona mais","Como altero no app|Preciso ir na agência|Tenho novo número|O antigo foi cancelado"
"cadastro","0.10","0.85","0.05","Não consigo atualizar meus dados pelo app|App dá erro quando tento mudar cadastro|Tentei várias vezes atualizar e não vai","Aparece {erro}|Já reiniciei o app|Trava na hora de confirmar|Preciso atualizar pra receber cartão"
"cadastro","0.05","0.10","0.85","Meus dados cadastrais tão errados e não consigo corrigir|CPF tá com nome errado no sistema|Data de nascimento tá errada no cadastro","Tá gerando problema em tudo|Não consigo fazer operações|O erro não é meu|Preciso corrigir urgente"
"cadastro","0.85","0.10","0.05","Preciso da segunda via do comprovante de residência cadastrado|Quero cópia dos dados que o banco tem sobre mim|Quero acessar meu cadastro completo","É pra financiamento|Direito pela LGPD|Preciso pra outro banco|Quero conferir se tá certo"
"cadastro","0.85","0.12","0.03","Como atualizo minha renda no cadastro|Preciso informar nova renda|Minha renda mudou e quero atualizar","Pra aumentar limite|Qual comprovante precisa|Pode ser pelo app|Mudei de emprego"
"cadastro","0.10","0.85","0.05","Mandei documentos pra atualização e tão pendentes há {tempo}|Documentos enviados e cadastro não atualizou|Fiz upload dos documentos mas nada mudou","Já mandei tudo que pediram|O prazo já passou|Preciso que validem|Tá travando outras operações"
"cadastro","0.03","0.12","0.85","Alguém alterou meu cadastro sem autorização|Meu endereço foi mudado e não fui eu|Dados do meu cadastro foram modificados sem eu pedir","Não autorizei nenhuma mudança|Preciso reverter|Podem estar tentando fraude|Quero investigação"
"cadastro","0.85","0.10","0.05","Quero incluir nome social no cadastro|Preciso atualizar nome após casamento|Mudei de nome e quero atualizar nos documentos do banco","Tenho certidão|Qual o processo|Pode ser pelo app|Quanto tempo demora"
"cadastro","0.85","0.12","0.03","Quero cadastrar email pra receber notificações|Preciso atualizar email de contato|Meu email antigo não existe mais","Como faço pelo app|Preciso confirmar|Quero receber fatura por email|O antigo foi hackeado"
"cadastro","0.05","0.85","0.10","Meu cadastro tá incompleto e não consigo usar serviços|Banco pede pra completar cadastro mas app não deixa|Tá faltando dado no cadastro e bloqueia operações","Já tentei completar|Não sei qual dado falta|Tá impedindo transferências|Preciso usar a conta"
"cadastro","0.85","0.10","0.05","Quero saber quais dados o banco armazena sobre mim|Qual a política de privacidade de dados|Quero exercer meus direitos LGPD","Quero relatório completo|É meu direito|Vi sobre isso na lei|Como solicito"
"cadastro","0.10","0.85","0.05","Pediram pra eu validar identidade e não consigo|Verificação de identidade tá falhando|Selfie pra verificação não é aceita","Já tentei {nchamados} vezes|A câmera trava|Luz tá ok mas não aceita|Preciso validar pra usar a conta"
"cadastro","0.85","0.12","0.03","Quero cancelar recebimento de correspondência física|Como paro de receber extrato em papel|Quero tudo digital, sem papel","Tô recebendo muito papel|Quero ajudar o meio ambiente|Tem opção no app|É só desativar"
"cadastro","0.85","0.10","0.05","Como faço pra abrir conta MEI|Quero abrir conta PJ|Preciso de conta empresarial","Qual documentação|Pode ser pelo app|Tem taxa mensal|Quero pra minha empresa"
